"","Log","Cluster"
"1823","Robert Griffin III goes 16 of 24 with 198 yards, 2 TD's, and 1 INT in Redskins 27-20 win over Eagles.",9
"1824","I've never met an redskins fan.... But now everybody screaming HTTR. Smh",7
"1825","Going to the redskins game next Sunday night!!!",5
"1826","Robert Griffin III returns as Redskins close in on NFC East title http://t.co/6oGFcOvr",9
"1827","Giants rooting for Redskins! 😂 “@richeisen: Giants only hope of playoffs: Beat Philly & hope DAL, CHI and MIN ALL lose just for the 6-seed.”",7
"1828","RT @Cptn_JP: Next Sundays Cowboys vs Redskins game was moved to prime time. #LetsGoBoys #CowboysNation",5
"1829","@Redskins Wasn't that pass to Morgan in the Redskins game for the TD a lateral pass and be counted as a run not at TD pass for RG3?",7
"1830","A Cowboys win over the Redskins RT @NFL_Stats: All I want for Christmas is _______",7
"1831","RT @cwsportsblog: Offensive Rookie of the Year race has to be a toss-up at this point. Any non-#Redskins, #Colts or #Seahawks homer woul ...",7
"1832","“@TheJadax The real America's Team will be revealed on Sunday night #REDSKINS” don't start this bs! It's Christmas Eve lol",7
"1833","@Rossstafarian all we gotta do is beat the redskins and were in",3
"1834","#Redskins game against #Cowboys gets flexed, and Barry Cofield expects the crowd to be ""electric."" #RedskinsTalk http://t.co/IQJOt1sz",7
"1835","RT @Imlzzy: I cannot wait until playoffs when the redskins fans get their heart broken lls",7
"1836","RT @tzanow: I don't understand how the Washington Redskins are allowed to be named the Redskins. It blows my mind how racist that is.",7
"1837","@darrenrovell meanwhile Russell Wilson, Andrew Luck and RGIII looking at long NFL careers",7
"1838","Coming Soon...a lil project I'm working on for my home team...#Redskins...stay tuned http://t.co/gKeHjEMr",7
"1839","@TonyDungy are you excited for the #Redskins vs Cowboys matchup? #HTTR",7
"1840","Wat else could u ask for? @Redskins vs #Cowboys on #SNF next week, winner gets into the playoffs and loser goes home!!! It gets no better!!!",3
"1841","Redskins gonna lose to the cowboys if they dont stop Bryant.",7
"1842","GO GIANTS, LIONS, REDSKINS AND PACKERS #playoffs",3
"1843","NFL – All Tennessee Titans Games! Download torrent ‘ jwuAXbK8 nfl titans Locker, Washington, Chris Johnson... http://t.co/MyLTuRlV",7
"1844","My lunch breaks are better than your lunch breaks. #cowboys #suck #giants #steelers #nfl #sport #awesome http://t.co/iLpLcJhz",7
"1845","RT @TayProSays: i'm glad the redskins won... but their name and logo are still super racist.",7
"1846","It be so funny to see all my aunts beef about the cowboys and redskins",7
"1847","@mSanders215 yo get rid of that redskins decal #fuckthemspooks",7
"1848","RT @VonSoTrill: A Cowboys win over the Redskins RT @NFL_Stats: All I want for Christmas is _______",7
"1849","RT @jay619o: Redskins is a blatant racist name",7
"1850","RT @SPORTS_CLEW: Still remember ninjas laughin wen i said n april #Redskins was goin 10-6 n will win the Beast",7
"1851","@SportsCenter @dallascowboys @redskins #Jaws never gives a chance that's why his pick have been trash this year! WE WILL WIN! #HTTR",7
"1852","Skins/Eagles Review http://t.co/btLTEhdE",7
"1853","I love my sister @insr911 but she was brought by the stork #WeWantDallas #HTTR @SuperSkin1 @RG3Woman @Redskins @RGIII http://t.co/LsXyQf4R",7
"1854","Cowboys vs Redskins, last game of the year, win or go home......dude....",7
"1855","RT @tikidaisy: ""My team is automatically better than yours because the name isn't racist"" - fan of any team that isn't the #Redskins",7
"1856","RT @ReezyRelle_XD: Redskins gonna lose to the cowboys if they dont stop Bryant.",7
"1857","The Redskins Oline has proved everyone wrong this year. And mo hurt stepped up big time. #HAILthebigboys",7
"1858","@CutonDime25 That move you put on number 50 of the redskins ! Lol he was like whered he go??? #Shady #eagles",7
"1859","RT @Wale: Getme RT @KDTrey5: HAIL TO THE REDSKINS!!!!!! 9-6 with them cupcakes coming to Landover, MD next week",3
"1860","@Shane_Thrailkil @ZachUrner zach if the redskins win you.arent getting in",7
"1861","Next Sunday is going to be so sick. Going to the Cowboys vs Redskins game in DC for the division and the game got changed to 8:20! #Cowboys",3
"1862","Even a Steelers fan such as myself can't help but appreciate the @RGIII Christmas carol. Merry #Griftmas! cc: @cannonjw http://t.co/mPdr12AN",7
"1863","If these Cowboys make it to play offs gonna be waste of there time going #TeamTexans#TeamRedsins fuck any other NFL teams",7
"1864","Lo que se viene. En SNF el próximo domingo! @ESPNdeportesNFL mis @Redskins van a asegurar el pase!!",7
"1865","@tommiecollins it's still more redskins!!",10
"1866","RT @JUSSCORi: *redskins “@PoppinBands: Cowboys fans never give credit where credit is due.”",7
"1867","@HockeyyInsiderr no redskins all the way #HTTR",7
"1868","Oh “@MrDCsports: Remember before season everyone said ""Redskins better get their wins early because the last 7 games on schedule is brutal""”",7
"1869","I geek to these guys on 98.5 right now, how do these guys get jobs? The Cowboys have nothing to play for? Do you watch the NFL?",7
"1870","RT @CowboysDaily: NFL flexes Dallas Cowboys-Washington Redskins game http://t.co/OncSMsSH",7
"1871","Redskins going down next week #dallasnation",3
"1872","RT @Zackerman: IM DELIVERING TO THE REDSKINS. Thank you Potbelly.",7
"1873","Greenbay now has something to play for. Redskins playing at home and better team. So it comes down to Lions beating Bears. #Giants",7
"1874","Even a Steelers fan such as myself can't help but appreciate the @RGIII Christmas carol. Merry #Griffmas! cc: @cannonjw http://t.co/mPdr12AN",7
"1875","Predictions for Cowboys vs. Redskins??",7
"1876","Imagine a Colts/Redskins superbowl..",7
"1877","Even with the loss the cowboys had last night, if they beat theredskins Sunday night, the cowboys are in and redskins are out #CowboysNation",5
"1878","its #redskins week. Time to knock that smug smerk off of #RGIII face. Show these kids what a bigtime game feels like. #CowboysNation",7
"1879","Can't believe I have to root for Dallas #gross #loserspool RT @SportsCenter: Sunday's Cowboys-Redskins showdown will decide NFC East champ.",7
"1880","Where they rank on offense, defense: Despite an impressive overtime win in Dallas on Sunday, the ... http://t.co/Rifo84tO #nfcsouth #nfl",7
"1881","Hey @jkrusewicz85 who knew you and @Maria_Sansone would be hanging out in Erie, PA for the holiday. @OnecrazyD how about those @Redskins !!",7
"1882","Game Notes: Murray Fumbles Again; Austin Delivers Late http://t.co/yFcJqCP8 via @Cowboys",7
"1883","RT @TheJadax: The real America's Team will be revealed on Sunday night #REDSKINS",5
"1884","@espn_nfceast Perfect explanation.  Bottom line, as a die hard fan - Redskins will be NFC East champs - just my take.",7
"1885","Players, Coaches, Official React To Controversial Final Play http://t.co/Jvz0KKJ9 via @Cowboys",7
"1886","All the Redskins gotta do is win and Giants dont make playoffs 🙌 http://t.co/4jF3Nzld",7
"1887","Dec. 24th - NFL/NFC: Seahawks (Coach Carroll/QB Wilson), Colts (QB Luck), Falcons, Packers & Cowboys; AFC: Broncos (QB Manning) & Patriots .",7
"1888","Ive failed as an older brother....my little brother likes the redskins 😪",7
"1889","Bryant Has Career Performance; Keeps Touchdown Streak Alive http://t.co/0iUG9fm6 via @Cowboys",7
"1890","A couple of underrated plays from #Redskins win? Santana's fumb. recovery on ""backwards"" pass at PHIL 7. Also, Jarvis blowing up McCoy -3.",7
"1891","#REDSKINS fans let me know if I'm not following back",7
"1892","@___Chizum I say right now he is #4,but depending on how far the redskins go this year that number can move up",7
"1893","RT @dustin_bragg21: Wat else could u ask for? @Redskins vs #Cowboys on #SNF next week, winner gets into the playoffs and loser goes home ...",3
"1894","RT @MoneyTone21: @NFL_Stats a Redskins W over Dallas",7
"1895","Yesterday was also a great football day #redskins won #giants lost and #cowboys choked 😏🏈",7
"1896","“@LicensePlateGuy: GO GIANTS, LIONS, REDSKINS AND PACKERS #playoffs” I hope so but I only see three of those happening",7
"1897","All I  want for Christmas is a Redskins win over the Cowboys.",7
"1898","Why haven't Redskins clinched division?  Thought they owned tie-breakers against Dallas & NY--best they can do it tie, right?",7
"1899","Ooohwee big Sunday next week Dallas vs Redskins for the playoff spot. Boys better get ready!!",3
"1900","MT @csnwashington: #Redskins game vs #Cowboys gets flexed, Barry Cofield expects crowd to be ""electric."" #RedskinsTalk http://t.co/fvbiCyPj",7
"1901","I'm a pretty big fan of the Lions, Redskins, and Packers... I also believe in Miracles #NYG",7
"1902","They pick Dallas to win so easily like the Redskins haven't won 6 in a row....",7
"1903","RT @SaintsFanZone: #TwitNewsNow Saints 34, Cowboys 31 (OT) http://t.co/Bjzjw9Yw #NFL",7
"1904","Cowboys' Jason Witten sets season receptions record by tight end

http://t.co/43IjNbeM #CowboyNation #NFL",7
"1905","Redskins better win against them bishass cowboys",7
"1906","@Crust_Free_E redskins don't beat the cowboys twice in on season",3
"1907","This dude is a bitch always haten on the redskins!! WE BEATEN DALLAS NO QUESTIONS ASKED ! #HTTR http://t.co/NeHMEWAe",7
"1908","If your team is part of the redskins winning streak, shut up. you have NO basis to talk about anything pertaining to our offense.",7
"1909","RT @csnwashington: #Redskins game against #Cowboys gets flexed, and Barry Cofield expects the crowd to be ... http://t.co/DTgYAyX5",7
"1910","I'd love to see a do-over of last years' NFL draft. Luck and RG3 still go 1-2, but Russell Wilson goes where? I say Browns at 3. Impressive!",7
"1911","Now if Redskins had no run game that offense would have been trash.",7
"1912","To make the playoffs AND knock the redskins out of the playoffs would be absolutely wonderful.",7
"1913","It's been a redskins kind of season",7
"1914","@SportsCenter @dallascowboys @redskins just like he did this Sunday....oh",7
"1915","RT @Cowboysaddicts: NBC confirms game between #Redskins and #Cowboys has been flexed to the night schedule #CowboysNation",5
"1916","@Ncrypter “@redskinsbuzztap: Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/x97kqpko”",4
"1917","This guy just said the Redskins defense was good 😂😂😂😂😂😂",7
"1918","@AsaYoel absolutely! and in that same breath, you can't give RG3 give total credit for the Redskins turnaround either",7
"1919","Redskins!!!!!! http://t.co/VwXLQ2iU",7
"1920","Playoff scenarios: Why must the Redskins win? http://t.co/Ptb4XLOU #fb",7
"1921","RT @SeanFDaily: I love my sister @insr911 but she was brought by the stork #WeWantDallas #HTTR @SuperSkin1 @RG3Woman @Redskins @RGIII ht ...",7
"1922","@j_defilippis12 the Redskins are on fire! 6 game winning streak! They can't be stopped!",7
"1923","@ESPN_FirstTake #Redskins",6
"1924","Who tryna go to the cowboys Redskins game Sunday? 3 tickets available.",7
"1925","I wonder who will @nfl rookie of the year. Wilson, RG3, and Luck have all broken a rookie record and made a huge impact for their teams.",7
"1926","NFL Stud Of The Week: Saints QB Drew Brees who went 37 of 53 with 446 yards and 3 TD's in 34-31 OT win over Cowboys.",7
"1927","@merrilhoge love how you mention Redskins D injuries, but nothing about Dallas missing 2 leading tacklers in Carter and Lee. #CowboysNation",7
"1928","Yes!! #Redskins vs. #Cowboys game moved to Primetime Sunday night! I'll be home screammmmmming for my skins.",5
"1929","Cowboys-Redskins off to prime time - ESPN: Bleacher ReportCowboys-Redskins off to prime timeESPN... to prime tim... http://t.co/upbL0BCl",5
"1930","#Touchdown Washington #Redskins. Santana Moss still hauling them in off a perfect endzone throw by #RG3 #htt http://t.co/of4TepVC",7
"1931","RT @kotiekimble: Lets go!!! 1 game season RT @ESPNNFL: BREAKING: Cowboys at Redskins flexed to Sunday Night Football on NBC - 820pm ET",5
"1932","When u play the falcons who u plan to stop??? When u play the redskins who u plan to stop?",7
"1933","Redskins: 2-2 vs. AFC North but beat division champs Baltimore.",7
"1934","Sunday Night football; cowboys and redskins!",5
"1935","RT @SuperSkin1: When life gets you down, just remember that your QB is better than their QB.  #Redskins #RG3 http://t.co/oDukoSj5",7
"1936","My NFL offensive rookie of the year (in order): RGIII, Wilson, Andrew Luck, Alfred Morris",7
"1937","#Seahawks, #Redskins and of course my #Packers - all hot teams at the right time. #49ers, #Texans - hot early and fading.",7
"1938","Week 16 LVPs: Ben Roethlisberger’s two interceptions ends Steelers’ playoff hopes (Shutdown Corner):... http://t.co/ucVnyPsW #COWBOYS #NFL",7
"1939","RT @VonSoTrill: A Cowboys win over the Redskins RT @NFL_Stats: All I want for Christmas is _______... Good Lck",7
"1940","That loss to the saints didn't mean shit , redskins getting crushed on tha 31st",7
"1941","I get to watch the cowboys and redskins game now >>>>",7
"1942","RT @A_RamseyLTSB: My NFL offensive rookie of the year (in order): RGIII, Wilson, Andrew Luck, Alfred Morris",7
"1943","Ok I need a RG3 and a Lynch uni! #seahawks #redskins",7
"1944","O'cain wants to be back because he already paid enrollment to the Redskins Summer Youth football camp. #LearnANewOffense",7
"1945","@mcghee1911 @rgiii @redskinsbuzztap I see that win or go home baby",7
"1946","@edit_susan Record against common opponents. Cowboys beat 3 teams Redskins lost to; Redskins only beat 2 that Dallas lost to.",3
"1947","RT @JonBones_: It be so funny to see all my aunts beef about the cowboys and redskins",7
"1948","RT @french60wasp: O'cain wants to be back because he already paid enrollment to the Redskins Summer Youth football camp. #LearnANewOffense",7
"1949","@rickoharrison Love it! Wish I was with you. Where I think @bigmanpauly may have a point is if this game ushers in new era! #HTTR #Redskins",7
"1950","RT @ryanclark_24: ""@LifeAsBros: What does a Cowboys fan do after they win an NFL game? Turn off the xbox and go to bed.""@JansenRiney_2",7
"1951","RT @DM23_iHoop: 70 degrees in December ... Wizards beat Heat .... Redskins in the playoff hunt.. Snooki is a mother... We gon' die 😰",7
"1952","Is it me or does the #Redskins logo look like #RGIII @J_Rock36",7
"1953","Redskins Cowboys game 4 the NFC East Crown got moved to prime time sunday night football lets gooooooooooo #pumped #BeatDallas",5
"1954","It's going to be a great week here in DC.. HAIL TO THE REDSKINS!!!",3
"1955","@HeyBWaugh “@CBSSports: Redskins, Cowboys, Vikings are win and in. All playoff scenarios: http://t.co/fhStHhmO”",7
"1956","Redskins cowboys moved to primetime next week, whaaaa? Everybody needs to see @RGIII go off at home",3
"1957","#picslip #booty #redskins #jetlife http://t.co/hVbyOf8Y",7
"1958","YAYAY my daddy just bought us tickets  to the cowboys and redskins game. 😁",7
